(print-constraints-csv 'a2)
T-R-3,L-O-3,1.3732783236842047d-8
T-R-3,L-O-2,1.3732783236842047d-8
T-R-3,L-O-1,1.3732783236842047d-8
T-R-2,L-O-3,1.3732783236842047d-8
T-R-2,L-O-2,1.3732783236842047d-8
T-R-2,L-O-1,1.3732783236842047d-8
T-R-1,L-O-3,1.3732783236842047d-8
T-R-1,L-O-2,1.3732783236842047d-8
T-R-1,L-O-1,1.3732783236842047d-8
L-O-1=T-R-1,O1=R1,0.1d0
O-1=R-1,L-O-1=T-R-1,0.1d0
O-1=R-1,O1=R1,0.1d0
O1=R2,O1=R1,-0.2d0
L-O-1=T-R-2,O1=R2,0.1d0
L-O-1=T-R-2,L-O-1=T-R-1,-0.2d0
O-1=R-2,L-O-1=T-R-2,0.1d0
O-1=R-2,O1=R2,0.1d0
O-1=R-2,O-1=R-1,-0.2d0
O1=R3,O1=R2,-0.2d0
O1=R3,O1=R1,-0.2d0
L-O-1=T-R-3,O1=R3,0.1d0
L-O-1=T-R-3,L-O-1=T-R-2,-0.2d0
L-O-1=T-R-3,L-O-1=T-R-1,-0.2d0
O-1=R-3,L-O-1=T-R-3,0.1d0
O-1=R-3,O1=R3,0.1d0
O-1=R-3,O-1=R-2,-0.2d0
O-1=R-3,O-1=R-1,-0.2d0
O2=R1,O1=R1,-0.2d0
L-O-2=T-R-1,O2=R1,0.1d0
L-O-2=T-R-1,L-O-1=T-R-1,-0.2d0
O-2=R-1,L-O-2=T-R-1,0.1d0
O-2=R-1,O2=R1,0.1d0
O-2=R-1,O-1=R-1,-0.2d0
O2=R2,O2=R1,-0.2d0
O2=R2,O1=R2,-0.2d0
L-O-2=T-R-2,O2=R2,0.1d0
L-O-2=T-R-2,L-O-2=T-R-1,-0.2d0
L-O-2=T-R-2,L-O-1=T-R-2,-0.2d0
O-2=R-2,L-O-2=T-R-2,0.1d0
O-2=R-2,O2=R2,0.1d0
O-2=R-2,O-2=R-1,-0.2d0
O-2=R-2,O-1=R-2,-0.2d0
O2=R3,O2=R2,-0.2d0
O2=R3,O2=R1,-0.2d0
O2=R3,O1=R3,-0.2d0
L-O-2=T-R-3,O2=R3,0.1d0
L-O-2=T-R-3,L-O-2=T-R-2,-0.2d0
L-O-2=T-R-3,L-O-2=T-R-1,-0.2d0
L-O-2=T-R-3,L-O-1=T-R-3,-0.2d0
O-2=R-3,L-O-2=T-R-3,0.1d0
O-2=R-3,O2=R3,0.1d0
O-2=R-3,O-2=R-2,-0.2d0
O-2=R-3,O-2=R-1,-0.2d0
O-2=R-3,O-1=R-3,-0.2d0
O3=R1,O2=R1,-0.2d0
O3=R1,O1=R1,-0.2d0
L-O-3=T-R-1,O3=R1,0.1d0
L-O-3=T-R-1,L-O-2=T-R-1,-0.2d0
L-O-3=T-R-1,L-O-1=T-R-1,-0.2d0
O-3=R-1,L-O-3=T-R-1,0.1d0
O-3=R-1,O3=R1,0.1d0
O-3=R-1,O-2=R-1,-0.2d0
O-3=R-1,O-1=R-1,-0.2d0
O3=R2,O3=R1,-0.2d0
O3=R2,O2=R2,-0.2d0
O3=R2,O1=R2,-0.2d0
L-O-3=T-R-2,O3=R2,0.1d0
L-O-3=T-R-2,L-O-3=T-R-1,-0.2d0
L-O-3=T-R-2,L-O-2=T-R-2,-0.2d0
L-O-3=T-R-2,L-O-1=T-R-2,-0.2d0
O-3=R-2,L-O-3=T-R-2,0.1d0
O-3=R-2,O3=R2,0.1d0
O-3=R-2,O-3=R-1,-0.2d0
O-3=R-2,O-2=R-2,-0.2d0
O-3=R-2,O-1=R-2,-0.2d0
O3=R3,O3=R2,-0.2d0
O3=R3,O3=R1,-0.2d0
O3=R3,O2=R3,-0.2d0
O3=R3,O1=R3,-0.2d0
L-O-3=T-R-3,O3=R3,0.1d0
L-O-3=T-R-3,L-O-3=T-R-2,-0.2d0
L-O-3=T-R-3,L-O-3=T-R-1,-0.2d0
L-O-3=T-R-3,L-O-2=T-R-3,-0.2d0
L-O-3=T-R-3,L-O-1=T-R-3,-0.2d0
O-3=R-3,L-O-3=T-R-3,0.1d0
O-3=R-3,O3=R3,0.1d0
O-3=R-3,O-3=R-2,-0.2d0
O-3=R-3,O-3=R-1,-0.2d0
O-3=R-3,O-2=R-3,-0.2d0
O-3=R-3,O-1=R-3,-0.2d0
